Id,Title,Message,Time,Time_diff
12,Remove the sample for policy.json,"Remove the sample for policy.json

Closes-bug: #1633986

Change-Id: Icb423bb1cc7cdf38ae1d2f9de95820ce5cdfa5f6
Signed-off-by: Kevin Zhao <kevin.zhao@linaro.org>
",10/17/2016 06:08:22,18
13,Trivial issues with py3 compatible,"Trivial issues with py3 compatible

1. from __future__ import print_function
2. added missing parenthesis in a print call
3. changed some quotes to maintain a uniform style

Change-Id: I5622ea8284dfbbdfcb92aaaa9a9b7d38e00a01f9
",07/08/2016 20:11:30,1
14,Remove dead code from magnum.common.utils module,"Remove dead code from magnum.common.utils module

After fixing the following bugs by using oslo_utils:
https://launchpad.net/bugs/1585754
https://launchpad.net/bugs/1585925

A full cleanup was needed.

Change-Id: I97822760ca8f2425dbe2e2c55cc1187bd4971877
",05/26/2016 09:17:19,0
15,Add fip support vlan network,"Add fip support vlan network

Change-Id: I142bfae09a12149a5d48b0f81b4c4573fc840ea3
",05/26/2016 09:17:56,7
16,OpenStack services should reach Glance via the internal LB VIP,"OpenStack services should reach Glance via the internal LB VIP

host and port are deprecated in favor of the api_servers config
See https://github.com/openstack/nova/blob/master/nova/image/glance.py#L48

Change-Id: Ia82bd482eb714d2ed5484d3e4aa879b0ea82ff3e
Depends-On: I236be9edd95cc07766823f1ca53f2790705b510a
",03/09/2016 21:02:54,0
17,Use 'is None' rather than 'is_null()' in matches,"Use 'is None' rather than 'is_null()' in matches

Currently in the matches function for api versions the function
'is_null()' is called on both the min_version parameter and the
max_version parameter. However, these parameters are intended to
be strings, and there is no is_null function on strings so the
function results in an error. This patch changes them to 'is None',
since the is_null function is specific to the APIVersionRequest and
it's only checking if it's values are None as well.

Change-Id: I83ad6aa325650c50b1c0bae8b389370eff4238de
Closes-bug: #1555817
",03/10/2016 21:35:17,13
18,Added keystone package dependency to domains dir,"Added keystone package dependency to domains dir

Keystone class is attempting to create the domains directory
before the keystone package is installed resulting in an error
on first run. The resource definition for the domains directory
has been updated to include a require on the keystone package.

Change-Id: Ic4cb13129d1dd108115ec3cc62a61723cb04f5a2
Closes-Bug: 1554108
",03/07/2016 16:30:26,12
19,[wip] Upgrade eslint dependency to 1.10.3,"[wip] Upgrade eslint dependency to 1.10.3

The eslint package is frozen to version 1.2.1, which was released
the 20th of August of 2015. The newer versions (last 1.x version
is 1.10.3) fixes a lot of issues and a lot of checks which are not
working correctly or which are totally missing.

Also reduces the number of existing warnings when eslint is
executed.

Change-Id: I8945bbac4e4dd40b4ae44e5d66d9e16506387405
Closes-Bug: #1547406
",02/20/2016 22:14:56,1
20,convert start and stop time to datetime type,"convert start and stop time to datetime type

In AggregationResource controller, start and stop time were pass
as plain text which is not suitable for get_measures method.
This patch converts start and stop time to datetime type before
they passed into storage.get_measures method.

Change-Id: Ie305e1cd661d43054ef022797e62522fe4815049
",01/25/2016 15:54:26,14
21,Updated from global requirements,"Updated from global requirements

Change-Id: Iaa11ce42b7c484d93586a60814751d57972cc259
",08/22/2015 19:16:57,0
22,Put mysql_secure_installation in codeblock,"Put mysql_secure_installation in codeblock

Change-Id: Iec4ccb8f7afa26348e4488db37021956fe691d74
Closes-bug: #1503948
",10/08/2015 03:12:58,3
23,Added oslo lib without adding dependacy,"Added oslo lib without adding dependacy

moved keystoneclient above celiometerclient and django libs below
celiometerclient to add list without adding dependancy

Change-Id: I51e04ef76021564275ea857b71ece004d853cfa8
Closes-Bug: #1481805
",08/05/2015 21:07:30,16
24,Create logs vg and use for controller and mongo,"Create logs vg and use for controller and mongo

As stated in title we will create logs volume group and allocate 30 GB
to it. If user wants to store logs on root partition - he should be
able to remove all allocated space from logs partition.

Change-Id: Ib14729f8ea95d343c819b3abbc8d1edbd8e89d33
Closes-Bug: 1394864
",08/12/2015 10:45:00,21
25,Fix oslo config import in sync_db.py,"Fix oslo config import in sync_db.py

Fix the import line to use the new oslo_config module.

Change-Id: I5d04850f5b6529725553a1230a67b0383faded79
Closes-Bug: #1479179
",07/29/2015 01:56:44,6
26,Add support for plugin packages of 3.0.0 version,"Add support for plugin packages of 3.0.0 version

Change-Id: Ia5f3c8a15b58e95a902b2fe28f7357385668807d
Partial-Bug: #1471757
Implements: blueprint role-as-plugin
",07/06/2015 15:12:55,10
27,WIP - Empty test commit - do not merge,"WIP - Empty test commit - do not merge

Change-Id: I012d9d4c1a591215db1c7d7ea99af4bd5fa53005
",06/09/2015 09:20:05,0
28,Fix the ipaddress validate issue,"Fix the ipaddress validate issue

Jenkins jobs fail currently since something triggered
the use of ipaddress instead of ipaddr in wsme.

A lot of openstack projects use netaddr for validation, so
we have to create a custom wsme type using netaddr to
be independent of the vagaries of ipaddr/ipaddress with
wsme's built in type.

Closes-Bug: #1455405
Co-Authored-By: Davanum Srinivas <davanum@gmail.com>
Change-Id: I42ba7e58d1d7c3a3032308329ab1d4665332d195
",05/15/2015 11:29:45,0
29,Add minitest gem,"Add minitest gem

minitest dependency is required to run acceptance tests
on CentOS without rspec throwing exception:
/usr/share/ruby/test/unit/assertions.rb:1:
    in `require': cannot load such file -- minitest/unit (LoadError)

Change-Id: I72198362181ed3fbfb69e7a06efb8242680c5259
Closes-bug: #1444736
",05/07/2015 10:34:49,9
30,Add node-label parameter to trigger-builds builder,"Add node-label parameter to trigger-builds builder

Add option which allows to set or override node-label parameter
of the triggered job

Change-Id: Ic4af1575c898263441d2f2aba1a5135211a0b1fd
",04/15/2015 11:04:48,6
31,Fix issue if public and internal endpoints are different,"Fix issue if public and internal endpoints are different

Heat uses current request's URL to generate the redirect URL to
send back to the client which may cause some issue if the
endpoints are different. So we should provide a configuration
heat_api_link_prefix that will be presented to users in links
to the Orchestration API as other OpenStack projects do.

Change-Id: I9631ba1ff2e179cf709bf56176691b87cb847390
",04/17/2015 09:24:39,476
32,Retype in driver should have the correct parameters,"Retype in driver should have the correct parameters

A parameter mistach happens to the retype method in driver. This patch
adjusts the parameters according to the calling method in manager.

Change-Id: I7902986b3b7a4666337bf0da3dc04245fc0ea28e
closes-bug: #1430605
",03/11/2015 09:39:15,4
33,WebSSO implementation.,"WebSSO implementation.

Clone of CERN WebSSO implementation.

This is a WIP. DO NOT REVIEW.

Change-Id: I75b3302fa1b7f32ef402c809ae6aade86d37cd95
",12/04/2014 16:50:19,13
34,Fix a markup syntax issue on quickstart guide,"Fix a markup syntax issue on quickstart guide

Change-Id: I3a2a48c1d948e722bc8c73bce381602632beef8c
",01/22/2015 16:00:16,0
35,Pre-release tags use rc instead of c,"Pre-release tags use rc instead of c

Setuptools 8.1 now normalizes ""c"" to ""rc"" in release candidate
versions, so our pre-release tag pattern needs to strictly match
that.

Change-Id: I47fae9682e4148d2e71c0e0c82742b3f8f3bd3a4
",12/18/2014 15:20:43,0
36,Avoid mutable default values,"Avoid mutable default values

As http://docs.python-guide.org/en/latest/writing/gotchas/ mentioned,
it is necessary to avoid mutable default values on method definitions.
The behaviors of the methods, which this patch changes, are not changed
but it is better to apply this because we will be able to avoid this
mutable traps in the future.

Change-Id: I79ac8d82f5aac84e1f069cc3c518a562434355b3
",07/01/2014 05:13:58,15
37,Fixes typo in manpage of proxy-server.conf,"Fixes typo in manpage of proxy-server.conf

Change-Id: I50e2ae040f672eddab58f33a1771a2df4259090a
Closes-Bug: #1326237
",06/09/2014 06:56:08,4
38,Remove sources.json installation from ceilometer element,"Remove sources.json installation from ceilometer element

This change is required to fix image building after
corresponding change was merged to master

Drop deprecated api v1:
If147d018ee571087eb3c11be6e1e66d9ab66cb22

Change-Id: I325a21e9dd623bf482ae8d0a5fe2b204e6967c0e
",05/20/2014 08:41:08,0
39,unskip test_list_non_public_flavor,"unskip test_list_non_public_flavor

The related bug #1209101 is fixed, so the V3 test_list_non_public_flavor
can be unskiped.

Change-Id: I37994c4bdc1e592fca7186c57abe4275f313e4cc
",04/01/2014 20:17:25,0
40,Optimize file tail reading for larger files,"Optimize file tail reading for larger files

Instead of reading all file contents into memory just keep necessary
number of lines from it in deque.

Change-Id: I61a6c3ce1fa22be2fca7741acc1f1fb530ca92a4
",03/11/2014 07:45:46,3
41,DB: deleteion of an instance would not delete the system metadata,"DB: deleteion of an instance would not delete the system metadata

Ensure that the instance system metadata is soft deleted when the
instance is deleted.

Change-Id: I87e973f3ae4a72bf83a110461d1b66137a2f5b3a
Closes-bug: #1275479
",02/02/2014 15:53:04,80
42,Verify that parsed environment file maps to a dict,"Verify that parsed environment file maps to a dict

An internal unexpected exception is raised while create a stack with an
environment file which only has string content. We should handle the case
and raise the correct error message such as ""The environment is not YAML
mapping"".

Change-Id: If1ca86fb4e05751908459bcb80d6e3a00f7b06f6
Closes-Bug: #1279609
",02/13/2014 02:13:47,14
43,Python 3.x incompatible use of print operator,"Python 3.x incompatible use of print operator

The print method should be used with parenthesis in order to keep Python 3.x compatibility.
The file verify_tempest_config.py has 3 print methods breaking this compatibility.

Closes-Bug: #1253718

Change-Id: Ib65f70a9d42d2611c51203e80dc59480775d8adb
",11/22/2013 15:43:24,8
44,Test for both deletes in multiple delete test,"Test for both deletes in multiple delete test

The multiple volume delete tests test for deletion of volumes
""1234"" and ""5678"", but only ensure that the delete operation is
called for the later.

Change-Id: I6224eef8c4186b5df82b085666a2605489faa714
",12/03/2013 00:02:04,34
45,Rename to test_server_cfn_init.py,"Rename to test_server_cfn_init.py

Renamed from test_instance_cfn_init.py to better match the
semantics of Nova.

Change-Id: I4bcdc5dfe75198f5375ae3c0efb4837dd4d2fd17
",08/30/2013 02:12:59,0
46,Fix the issue in VM launching with quantum port-id,"Fix the issue in VM launching with quantum port-id

commit 394c693e35 changes allocate_for_instance() return only
info about ports allocated, but we also need to consider the case
where quantum port-id is passed. After this commit allocate_for_instance()
returns new ports created or updated.

Fixes bug 1161211

Change-Id: I24eb74a0506be53d6e2c521377ca1d240c7aa1f5
",03/28/2013 07:07:19,0
47,Add instance host to device owner,"Add instance host to device owner

nova side code for blueprint quantum-scheduler

host helps to decide which l3 agent is used

Change-Id: Ieb50b1cdb948da19c20f3f34ced209c93d5e9105
",02/20/2013 13:38:13,15
48,Live migration arguments block/shared are reversed,"Live migration arguments block/shared are reversed

When using --shared-migration openstack client incorrectly
performs block migration and when using --block-migration
it does reverse.

Change-Id: I78ef83383f8eb6ba63a244e1ded83dbab00754ea
Closes-Bug: #1518059
",2016/10/17 13:58,5
49,Adjusting the storlet writing and deploying guide to include python,"Adjusting the storlet writing and deploying guide to include python

The guide is broken into three parts as follows:
A language independent guide and two language specific
complimentary guides.

While at it the programming model UML was
simplified to include only what the storlet
writer should care about.

Change-Id: I945f410aa96af1895c66856537ff392d5c18be25
",2016/9/29 18:20,26
50,Clean up deprecated CLI options,"Clean up deprecated CLI options

Clean up all deprecated CLI options that are marked to
be removed in version 3.3.0 as we are already in
version 4.0.0

Change-Id: Ia9c5602df1be987e7c12f625d4f8359590678a19
",2016/5/18 1:33,32
51,Refactor TestWalkMigrations,"Refactor TestWalkMigrations

Currently TestWalkMigrations provides bad tests isolation and
do not use appropriate classes from oslo.db. Refactor it to use
oslo.db functionality.

Closes-bug: #1595918

Change-Id: Ieae025b3cf2e8b63ad63ff6d09132c3770168c48
",2016/6/24 13:42,2
52,update constraint for oslo.concurrency to new release 3.7.1,"update constraint for oslo.concurrency to new release 3.7.1

oslo.concurrency 3.7.1 release

Change-Id: Ifc670dbe696afe8f0e04a0aa90f6af2aa8cfea9d
meta:version: 3.7.1
meta:series: mitaka
meta:release-type: release
meta:announce: openstack-dev@lists.openstack.org
meta:pypi: yes
meta:first: no
meta:release:Author: Matt Riedemann <mriedem@us.ibm.com>
meta:release:Commit: Davanum Srinivas <davanum@gmail.com>
meta:release:Change-Id: I764d92fdba20ea5389f7fbfc107e7557c09801b4
",2016/6/10 1:36,0
53,api and availablity_zone opt definition consistent,"api and availablity_zone opt definition consistent

Looking at the option defintions, more consistent, so its easier to
maintain.

* multiple options grouped into a lists, not every option named
* one register_opts call per group, to match list_opts
* ALL_OPTS created by composing lots of lists
* using string keys in list_opts until the oslo bug is fixed

blueprint centralize-config-options-newton

Change-Id: I66b2a87c3158781477ce962f9c6853efea415dad
",2016/5/26 10:58,12
54,Move dhcp agent maps to OS::Heat::None to resource_registry,"Move dhcp agent maps to OS::Heat::None to resource_registry

Change Id Ia61295943e67efe354a51a26fe4540f288ff6ede added support for
composable Neutron dhcp agent services. However in the sample
environments for OpenContrail and Plumgrid where dhcp agent is disabled,
the mapping for OS::Heat::None was under parameter_defaults instead of
resource_registry.

Change-Id: I0aedbbc3720783d4208d524cd28c7eed4fc5d1d7
",2016/5/17 21:16,39
55,Update to reflect puppet-pacemaker changes,"Update to reflect puppet-pacemaker changes

Recently puppet-pacemaker has changed in a backward incompatible way, we
need to reflect the changes in TripleO.

This patch also addresses two intermittent issues so that we have a
green CI as much as possible:

* Ordering problem between corosync service and VIP creation.

* MongoDB service starting race condition systemd vs. pacemaker.

Change-Id: Ia7fe14cfb1401be98b62afeed589bb9f1b8af761
Co-Authored-By: Yanis Guenane <yanis.guenane@enovance.com>
",2015/5/14 16:18,0
56,Fix upper version for murano-pkg-check,"Fix upper version for murano-pkg-check

I made a mistake in my initial commit for addining murano-pkg-check
library to the openstack/requirements https://review.openstack.org/#/c/370293/,
I point not existed version of this library in upper-constraints.txt.
It needs to be fixed.

Change-Id: Ic8e0866de0e97f7973b0877c700d4e9894beeb84
",2016/9/28 11:31,0
57,[WIP] Add NodeGroup specification,"[WIP] Add NodeGroup specification

Change-Id: Ic8e7d13b72d72c056a689b7a6f61d13843332c85
Implements: blueprint nodegroups
",2016/8/9 7:06,18
58,WIP align lrouter port networks,"WIP align lrouter port networks

In OVN, a router port with multiple IPv6 addresses will have
multiple addresses records in Logical_Switch_Port 'addresses'
column, but its peer port in Logical_Router_Port will have
only one IPv6 address in 'network' column. It's inconsistant.

This patch will try to fix that.

Change-Id: If2d097bb23a0b9604d95dd3659eba58a7776d7b0
",2016/6/22 17:28,187
59,scenario001/ubuntu: enable Ceph again,"scenario001/ubuntu: enable Ceph again

Change-Id: Ic959ee1ea5285ead7fee8d42b3aea58689abd43b
Depends-On: Ie9ba521cdb4ac6823746d37bb5d1697e274e4119
",2016/7/7 20:12,35
60,Add python-uwsgidecorators as runtime dependency.,"Add python-uwsgidecorators as runtime dependency.

Change-Id: I86a4285140874d6b659999b3129158ce68d6ca5b
Closes-Bug: #1572998
",2016/6/16 12:52,0
61,[cli-ref] Update python-cinderclient to 1.7.1,"[cli-ref] Update python-cinderclient to 1.7.1

Change-Id: I4c42b5a513e7417de882d74f9678737364127d8f
",2016/5/26 22:48,6
62,Remove OpenStack Community Office Hours,"Remove OpenStack Community Office Hours

In Icdb107601543b120978ee6af3ec11871dfd8af96 Tom suggested this was no
longer needed.

Change-Id: Ia8a387e2eac14dd4dacbf6261f71ac0201ffecf6
",2016/5/23 6:55,2
63,Moved handling of polling threads to PollingDataSourceDriver,"Moved handling of polling threads to PollingDataSourceDriver

After adding PushedDataSourceDriver, handling of polling threads was
left in the common base class (DataSourceDriver). Polling is not used
by PushedDataSourceDriver and it was causing problems when deleting
datasources (i.e. trying to kill thread which didn't exist).

With this change, polling thread handling code is moved down to
PollingDataSourceDriver class and logic is extended to check if the
thread has actually been created. Only then thread termination will
be attempted.

Change-Id: Ifa450fa6bd1c5e15937bbdc76acd9fad64f4d18e
Closes-Bug: #1553982
",2016/3/7 17:19,0
64,"Remove revoke-sudo from storlets, trove functional","Remove revoke-sudo from storlets, trove functional

The I670641b676231233f1dd583ea36421f8ffef8f8e change incorrectly
added a revoke-sudo macro to the gate-storlets-functional and
gate-trove-buildimage-{datastore} jobs which did not previously have
it, so remove it to get them working correctly again. It also added
one to dev-zuul-coverage, but I expect that was missing as an
oversight so not undoing it here.

Change-Id: Ic427c053602017da3d77b01193b4215f57de6fdd
",2016/3/8 3:35,0
65,Get this repo working again,"Get this repo working again

Start to get this program working by cleaning
up the requirements files, setup.cfg, tox.ini
and more!

Change-Id: I59daf80335f0c186f9a0f66d3539e86703007bfc
",2016/1/17 6:43,21
66,fix tox,"fix tox

Change-Id: I3f77424c3d41fb21b9d562ee1bb82ea0e869b773
",2016/2/2 10:49,41
67,"Added tox.ini, gitreview and update README","Added tox.ini, gitreview and update README

Change-Id: If334c400bccb63782dac9cad2eff9d334ff3a01d
",2015/10/1 0:12,12
68,Update to horizon tutorial.rst,"Update to horizon tutorial.rst

Added documentation for addition of an action to a horizon table
Fixed problem in panel template, block needed to be just ""main"".

DocImpact
Closes-Bug: #1360370

Change-Id: I0d3c5da5a860d777e21e61d36a5765c412911dba
",2015/1/8 18:00,112
69,Fix amqp1 job in stable/kilo (2 backports),"Fix amqp1 job in stable/kilo (2 backports)

This patch contains 2 backports from master. Unfortunately, an update on
f21 is forcing to update the requirements for amqp1. Therefore, we need
these 2 commits, which depend on each other, to be backported as one.

Commit 1:

Enable amqp's protocol unit tests everywhere

Now that python-qpid-proton has taken an approach similar to zmq's, it's
possible to install it in boxes where the C libraries are not present in
the system. This patch takes advantage of that to enable amqp protocol's
tests everywhere.

Note that the backport was modified to match the stable/kilo gate
configuration. This job, in Kilo, is supposed to run *just* on f21,
therefore, I've removed the changes to the tox.ini to avoid installing
the dependencies everywhere.

Master-Change-Id: Ibce4c791aafadf45fa876d6a4f5373fde94769ff
(cherry picked from commit f06b19628fbb11a32797f1095eba7c07b6343433)

Commit 2:

Fix qpid's functional gate

The loggin verbosity changed in 0.32 which our gate is pulling from the
updates repository. This patch updates the script to make it work again.

Closes-bug: #1468917
Master-Change-Id: I88a1bc794246beb156d4301bd503fa51a7cd2cce
(cherry picked from commit 079c04f0d06539f3507c772ccc68807a6d01a73a)

Fix py27 unittests in stable/kilo (2 backports)

Commit 1:

Fix list_opts test to not check all deps

The list_opts entrypoint test failed unnecessarily when the
dependencies in the packages were inconsistent. This test doesn't
need to verify that the dependencies are consistent, only that the
entrypoint is available and provides the expected function.

(cherry picked from commit 3d483fda709d2d04db2222e0119eaa54de5f5867)

Commit 2:

Fix mock use for mock 1.1.0

Correct the way we check the calls by using the proper mock method. Add
a new test to expand coverage of the area being fixed.

(cherry picked from commit c7b31385ac3616060ef0f2188fb724191caad03c)

Related-Bug: #1488456
Change-Id: If781c808b1f1428dbc24b92cd0b8f8b7904c0ed4
",2015/8/27 15:48,45
70,Use new rpm repository structure,"Use new rpm repository structure

Perestroika builds fuel repository which
we then use to create fwm mirror. Recently
we have switched to the new mos
repository structure and this change reflects
this fact.

Change-Id: I236144759eb38e71977d175226f81772d23de9b3
",2015/7/28 16:06,4
71,Network profile support for N1KV ML2 mechanism driver,"Network profile support for N1KV ML2 mechanism driver

First draft of network profile extension code for N1KV ML2
mechanism driver. This covers the basic functionality for
create/delete/list operations for network profiles. It adds
the ability to specify a network profile during network
creation to control the type and properties of the network
being created.

Change-Id: I6ff3c667fba382c5c183bd122314f308a5b3fd9a
Closes-Bug: #1469907
Co-Authored-By: Saksham Varma <sakvarma@cisco.com>
",2015/8/12 22:05,43
72,WIP Use os-brick for LibvirtISCSIVolumeDriver,"WIP Use os-brick for LibvirtISCSIVolumeDriver

This is a Work in progress patch for switching
the LibvirtISCSIVolumeDriver to use the os-brick
library for iSCSI volume discovery and removal.

os-brick isn't in pypi just yet, so all of the
tests in jenkins will fail.

Pull down os-brick manually
git clone https://github.com/openstack/os-brick
cd os-brick
sudo -H pip install .

then restart nova.

Change-Id: I400db60fcc29c2d5e2d3b9dabc055649138468eb
",2015/4/20 20:45,33
73,Add neutron to starter-kit:compute,"Add neutron to starter-kit:compute

While nova-network is still supported because of concerns about
migration paths, neutron should be as strongly recommended for any new
deployments as is humanly possible so that we can ultimately get
ourselves out of the mess of having two network stacks.

Since starter-kit:compute is intended to help point a finger at what
people should install when trying things out, we should certainly not
imply that they install a network stack that we plan on deleting in the
future. Neutron in provider-vlan/linuxbridge mode is dead simple in not
requiring openvswitch or SDN, and still gets new users a cloud that is
upwards flexible with the future.

Change-Id: I91bce1bcc51121a8a577cff478fdc91002b689b4
",2015/6/28 14:05,27
74,Place an accurate lower bound on pbr,"Place an accurate lower bound on pbr

Without this version, markers will fail to install in a growing number
of projects.

Change-Id: I074274b470a7a4f2c95211677b135038ab2c942c
",2015/7/10 23:14,1
75,[WIP] BGP Dynamic Routing: introduce entities and model,"[WIP] BGP Dynamic Routing: introduce entities and model

This is the first patch to provide BGP dynamic route
advertisement functionality in Neutron.
This patch provides a new extension (""bgp_speaker"") with
support for basic CRUD on bgp_speaker and bgp_peer, as
well as bgp_speaker-bgp_peer and bgp_speaker-network
bindings.
An admin user can create BgpSpeakers and configure
peering entities (BgpPeers) for BgpSpeakers. BgpSpeaker
to BgpPeer association is n-to-n. An admin user can
also associate networks with BgpSpeakers. Relationship
between BgpSpeaker and Network is 1-to-n.
This patch provides BGP-related functionality only to
admin users.

Change-Id: I2412c1689683da9d7ec884a4cea506d4eed99453
Partially-Implements: blueprint bgp-dynamic-routing
Co-Authored-By: Ryan Tidwell <ryan.tidwell@hp.com>
Co-Authored-By: Jaume Devesa <devvesa@gmail.com>
Co-Authored-By: Vikram Choudhary <vikram.choudhary@huawei.com>
",2015/7/14 15:12,328
76,Fix for bug #1423774.,"Fix for bug #1423774.

A typo, should have been phys_brs in place of phys_br.

Change-Id: I0301952d5f7d4cd78c5d35c38aa5c6caabcc6298
Closes-Bug: #1423774
",2015/6/25 23:34,125
77,Split Abandon into pre-abandon(export) and abandon,"Split Abandon into pre-abandon(export) and abandon

Splits the existing abandon action into two actions as
below:
1. export: User is recommended to run export successfully
   before doing the abandon action. It returns the stack
   data, which can be used for adopting stack.
2. abandon: Abandons the given stack

partially fixes bug: #1353670

Change-Id: I65264d91b1378df9cb3e492bc6ccaa778940dd6b
",2015/5/11 12:43,404
78,API: make sure a blank volume with no size is requested,"API: make sure a blank volume with no size is requested

Currently - we would happily accept the request, but fail to create the
block device mapping record for such a volume. The result was that the
boot request for such an instance would be accepted, but would not
create a volume.

Also fix the _volume_size API method that was 0ing out blank volume's
size by mistake.

Change-Id: I1d243aed78da7c026e55ea145397b070d619a567
Closes-bug: #1461638
",2015/6/5 20:31,1
79,Incorrect argument order passed to swap_volume,"Incorrect argument order passed to swap_volume

swap_volume method in _ComputeV4Proxy has incorrect
argument ordering, due to which attach volume migration
is failing with AttributeError
Modified the _ComputeV4Proxy detach_volume to have correct
argument ordering.

Change-Id: I899c053246f9eb4ac9b13a8434161a82193d1cef
Closes-Bug: #1451860
",2015/5/5 19:31,19
80,update .gitreview for stable/kilo,"update .gitreview for stable/kilo

Change-Id: I6356513ac42b79402dbde8ee5e75cbbd1aee7eef
",2015/4/15 19:58,5
81,Add locking to PureISCSIDriver around creating Purity Host objects.,"Add locking to PureISCSIDriver around creating Purity Host objects.

This will prevent us from getting conflicting credentials for
connection methods which will result in iSCSI attach operations to fail.

Change-Id: Ia206e7b5ff330c8fccb49ed23a31b120a5c04eb3
Closes-Bug: 1444224
(cherry picked from commit a712afe42833443878898bb42851376cd8615ff9)
",2015/4/15 19:49,0
82,Verify all quotas before updating the database,"Verify all quotas before updating the database

Update quota multi-value in one request is not an atomic operation, so
even if a quota is invalid (e.g., volumes has a non-integer value),
some values may change but the response code is 400.

This patch will make sure the quota limits are of integer type for all
the requested quota keys before updating the database.

Closes-Bug: 1432972
Change-Id: If83af0a80489887098e52b03b9c4012e3ef061b5
(cherry picked from commit 197299985a52535ad995dbd111491b58462f140a)
",2015/4/15 19:49,0
83,Make SoftwareDeployments work for non-CREATE actions,"Make SoftwareDeployments work for non-CREATE actions

Currently we only create the deployment if the actions list includes
CREATE, but its valid to create e.g DELETE only deployments, which
curently won't work.  So determine whether to create the deployment
on the resource_id instead of via the action, which resolves this problem.

Closes-Bug: #1444087
(cherry picked from commit 0d4235015065a814f7e76f4a34d422146c58ec72)

Change-Id: Ic572fa7119d2918f28196c90f711084ced6089a3
",2015/4/15 19:33,0
84,Display times in local tz,"Display times in local tz

By default, display times using the local timezone.  Add timezone
info to time displays where space permits.  Add an option to restore
the current behavior where times are displayed in UTC.

Change-Id: I6035b6277dc49774537a762b2946c56a3b8dec17
Co-Authored-By: Bradley Jones <jones.bradley@me.com>
",2015/3/11 15:50,153
